road_id,date,lon,lat,daily_total
NRA_000000001015,2020-03-20,-6.19982,53.50218,45034
NRA_000000001015,2020-03-21,-6.19982,53.50218,27575
NRA_000000001015,2020-03-22,-6.19982,53.50218,25369
NRA_000000001015,2020-03-23,-6.19982,53.50218,40840
NRA_000000001015,2020-03-24,-6.19982,53.50218,40200
NRA_000000001015,2020-03-25,-6.19982,53.50218,37630
NRA_000000001015,2020-03-26,-6.19982,53.50218,36592
NRA_000000001015,2020-03-27,-6.19982,53.50218,39389
NRA_000000001015,2020-03-28,-6.19982,53.50218,14400
NRA_000000001015,2020-03-29,-6.19982,53.50218,9306
NRA_000000001015,2020-03-30,-6.19982,53.50218,22310
NRA_000000001015,2020-03-31,-6.19982,53.50218,20822
NRA_000000001015,2020-04-01,-6.19982,53.50218,20940
NRA_000000001015,2020-04-02,-6.19982,53.50218,20403
NRA_000000001015,2020-04-03,-6.19982,53.50218,20691
NRA_000000001015,2020-04-04,-6.19982,53.50218,12006
NRA_000000001015,2020-04-05,-6.19982,53.50218,8978
NRA_000000001015,2020-04-06,-6.19982,53.50218,19462
NRA_000000001015,2020-04-07,-6.19982,53.50218,20595
NRA_000000001015,2020-04-08,-6.19982,53.50218,21775
NRA_000000001015,2020-04-09,-6.19982,53.50218,20967
NRA_000000001015,2020-04-10,-6.19982,53.50218,17246
NRA_000000001015,2020-04-11,-6.19982,53.50218,10212
NRA_000000001015,2020-04-12,-6.19982,53.50218,4936
NRA_000000001015,2020-04-13,-6.19982,53.50218,8959
NRA_000000001015,2020-04-14,-6.19982,53.50218,20765
NRA_000000001015,2020-04-15,-6.19982,53.50218,21309
NRA_000000001015,2020-04-16,-6.19982,53.50218,21998
NRA_000000001015,2020-04-17,-6.19982,53.50218,22331
NRA_000000001015,2020-04-18,-6.19982,53.50218,9791
NRA_000000001015,2020-04-19,-6.19982,53.50218,7439
NRA_000000001015,2020-04-20,-6.19982,53.50218,21513
NRA_000000001015,2020-04-21,-6.19982,53.50218,22596
NRA_000000001015,2020-04-22,-6.19982,53.50218,23303
NRA_000000001015,2020-04-23,-6.19982,53.50218,23324
NRA_000000001015,2020-04-24,-6.19982,53.50218,23353
NRA_000000001015,2020-04-25,-6.19982,53.50218,12620
NRA_000000001015,2020-04-26,-6.19982,53.50218,9300
