area,week_no,year,date,events,weekly_total,weekly_total_pc
Louth County,6,2020,2020-02-05,Pre-restrictions,2369147,1
Louth County,7,2020,2020-02-12,Pre-restrictions,2414494,1.019140644290962
Louth County,8,2020,2020-02-19,Pre-restrictions,2434980,1.0277876383356541
Louth County,9,2020,2020-02-26,Pre-restrictions,2111077,0.89107049921343
Louth County,10,2020,2020-03-04,Pre-restrictions,2396706,1.0116324567449804
Louth County,11,2020,2020-03-11,Pre-restrictions,1782464,0.7523653027861926
Louth County,12,2020,2020-03-18,School Shutdown,1443018,0.6090875745574251
Louth County,13,2020,2020-03-25,School Shutdown,777225,0.3280611122906261
Louth County,14,2020,2020-04-01,Full Restrictions,614321,0.25930049929362764
Louth County,15,2020,2020-04-08,Full Restrictions,490270,0.20693945964518032
Louth County,16,2020,2020-04-15,Full Restrictions,608884,0.25700558048951794
Louth County,17,2020,2020-04-22,Full Restrictions,658194,0.2778189787294752
Louth County,18,2020,2020-04-29,Full Restrictions,512194,0.21619342320252816
Louth County,19,2020,2020-05-06,Full Restrictions,755421,0.3188577998748073
Louth County,20,2020,2020-05-13,Full Restrictions,907266,0.38295048808706256
Louth County,21,2020,2020-05-20,Phase 1,1108554,0.46791271288780306
Louth County,22,2020,2020-05-27,Phase 1,1066133,0.4500071122644564
Louth County,23,2020,2020-06-03,Phase 1,1345507,0.5679288790438077
Louth County,24,2020,2020-06-10,Phase 2,1483186,0.6260421999985649
Louth County,25,2020,2020-06-17,Phase 2,1573001,0.6639524689687892
Louth County,26,2020,2020-06-24,Phase 2,1412357,0.5961457858039202
Louth County,27,2020,2020-07-01,Phase 3,1874615,0.7912615806448481
Louth County,28,2020,2020-07-08,Phase 3,1988673,0.8394046464824682
Louth County,29,2020,2020-07-15,Phase 3,2036627,0.8596456868231478
Louth County,30,2020,2020-07-22,Phase 3,2037449,0.8599926471426214
Louth County,31,2020,2020-07-29,Phase 3,1752159,0.7395737790858904
Louth County,32,2020,2020-08-05,Phase 3,2165233,0.9139293593854666
Louth County,33,2020,2020-08-12,Phase 3,2174503,0.9178421600685817
Louth County,34,2020,2020-08-19,Phase 3,2085350,0.880211316562459
Louth County,35,2020,2020-08-26,Phase 3,1803554,0.761267240909914
Louth County,36,2020,2020-09-02,Phase 3,2045215,0.8632706201852397
Louth County,37,2020,2020-09-09,Phase 3,2114933,0.8926980892278951
Louth County,38,2020,2020-09-16,Phase 3,2050782,0.8656204110593391
Louth County,39,2020,2020-09-23,Phase 3,1940562,0.8190973375649548
Louth County,40,2020,2020-09-30,Phase 3,1796510,0.7582940189021619
Louth County,41,2020,2020-10-07,Level 3,1575853,0.665156277765795
Louth County,42,2020,2020-10-14,Level 3,1623047,0.6850765275434576
Louth County,43,2020,2020-10-21,Level 5,1118529,0.472123089027401
Louth County,44,2020,2020-10-28,Level 5,1217735,0.5139972319151155
Louth County,45,2020,2020-11-04,Level 5,410243,0.1731606354523379
Mayo County,6,2020,2020-02-05,Pre-restrictions,452179,1
Mayo County,7,2020,2020-02-12,Pre-restrictions,466404,1.0314587807041018
Mayo County,8,2020,2020-02-19,Pre-restrictions,483603,1.0694946028011032
Mayo County,9,2020,2020-02-26,Pre-restrictions,444461,0.9829315381740417
Mayo County,10,2020,2020-03-04,Pre-restrictions,525241,1.1615776053288631
Mayo County,11,2020,2020-03-11,Pre-restrictions,402690,0.8905544043398742
Mayo County,12,2020,2020-03-18,School Shutdown,339292,0.7503488662675621
Mayo County,13,2020,2020-03-25,School Shutdown,208151,0.4603287636091017
Mayo County,14,2020,2020-04-01,Full Restrictions,181301,0.40094962393211536
Mayo County,15,2020,2020-04-08,Full Restrictions,156976,0.34715455604970596
Mayo County,16,2020,2020-04-15,Full Restrictions,190680,0.4216914098177934
Mayo County,17,2020,2020-04-22,Full Restrictions,199667,0.4415662823793232
Mayo County,18,2020,2020-04-29,Full Restrictions,151559,0.3351747869759542
Mayo County,19,2020,2020-05-06,Full Restrictions,227813,0.5038115436585954
Mayo County,20,2020,2020-05-13,Full Restrictions,258667,0.5720455837179524
Mayo County,21,2020,2020-05-20,Phase 1,299867,0.6631599432967917
Mayo County,22,2020,2020-05-27,Phase 1,273542,0.604941848250361
Mayo County,23,2020,2020-06-03,Phase 1,347803,0.769171058364055
Mayo County,24,2020,2020-06-10,Phase 2,392301,0.8675789897363655
Mayo County,25,2020,2020-06-17,Phase 2,414124,0.9158408506365842
Mayo County,26,2020,2020-06-24,Phase 2,365176,0.8075916838243262
Mayo County,27,2020,2020-07-01,Phase 3,487385,1.0778585471682673
Mayo County,28,2020,2020-07-08,Phase 3,521611,1.1535498110261644
Mayo County,29,2020,2020-07-15,Phase 3,550941,1.2184135043865372
Mayo County,30,2020,2020-07-22,Phase 3,555762,1.2290752113654106
Mayo County,31,2020,2020-07-29,Phase 3,473589,1.0473485057908483
Mayo County,32,2020,2020-08-05,Phase 3,582553,1.2883238717410583
Mayo County,33,2020,2020-08-12,Phase 3,578577,1.279530893738984
Mayo County,34,2020,2020-08-19,Phase 3,542347,1.1994077566627375
Mayo County,35,2020,2020-08-26,Phase 3,465639,1.0297669728138636
Mayo County,36,2020,2020-09-02,Phase 3,520876,1.1519243485433865
Mayo County,37,2020,2020-09-09,Phase 3,520095,1.1501971564358362
Mayo County,38,2020,2020-09-16,Phase 3,528362,1.1684797392183184
Mayo County,39,2020,2020-09-23,Phase 3,509248,1.1262088686117666
Mayo County,40,2020,2020-09-30,Phase 3,486367,1.0756072263417806
Mayo County,41,2020,2020-10-07,Level 3,424473,0.9387278046968125
Mayo County,42,2020,2020-10-14,Level 3,441576,0.976551321489941
Mayo County,43,2020,2020-10-21,Level 5,316153,0.6991766534934174
Mayo County,44,2020,2020-10-28,Level 5,328957,0.7274928733974819
Mayo County,45,2020,2020-11-04,Level 5,114325,0.25283129026336915
Meath County,6,2020,2020-02-05,Pre-restrictions,2369720,1
Meath County,7,2020,2020-02-12,Pre-restrictions,2371722,1.00084482554901
Meath County,8,2020,2020-02-19,Pre-restrictions,2422953,1.022463835389835
Meath County,9,2020,2020-02-26,Pre-restrictions,2203834,0.9299976368516112
Meath County,10,2020,2020-03-04,Pre-restrictions,2546550,1.0746206302854346
Meath County,11,2020,2020-03-11,Pre-restrictions,1869324,0.7888374997890046
Meath County,12,2020,2020-03-18,School Shutdown,1584649,0.6687072734331482
Meath County,13,2020,2020-03-25,School Shutdown,960073,0.40514195769964384
Meath County,14,2020,2020-04-01,Full Restrictions,787414,0.33228145097311074
Meath County,15,2020,2020-04-08,Full Restrictions,661243,0.2790384518002127
Meath County,16,2020,2020-04-15,Full Restrictions,804810,0.3396224026467262
Meath County,17,2020,2020-04-22,Full Restrictions,852433,0.35971886973988487
Meath County,18,2020,2020-04-29,Full Restrictions,662378,0.27951741133973634
Meath County,19,2020,2020-05-06,Full Restrictions,1002149,0.42289764191550056
Meath County,20,2020,2020-05-13,Full Restrictions,1160555,0.4897435140016542
Meath County,21,2020,2020-05-20,Phase 1,1419802,0.5991433587090458
Meath County,22,2020,2020-05-27,Phase 1,1262047,0.5325722026230947
Meath County,23,2020,2020-06-03,Phase 1,1571779,0.6632762520466553
Meath County,24,2020,2020-06-10,Phase 2,1730196,0.7301267660314299
Meath County,25,2020,2020-06-17,Phase 2,1827500,0.7711881572506456
Meath County,26,2020,2020-06-24,Phase 2,1614379,0.6812530594331819
Meath County,27,2020,2020-07-01,Phase 3,2195978,0.9266824772546968
Meath County,28,2020,2020-07-08,Phase 3,2262960,0.9549482639299157
Meath County,29,2020,2020-07-15,Phase 3,2336623,0.9860333710311767
Meath County,30,2020,2020-07-22,Phase 3,2314574,0.9767288962409061
Meath County,31,2020,2020-07-29,Phase 3,1904928,0.8038620596526171
Meath County,32,2020,2020-08-05,Phase 3,2358901,0.9954344817109194
Meath County,33,2020,2020-08-12,Phase 3,2362120,0.9967928700437182
Meath County,34,2020,2020-08-19,Phase 3,2322617,0.9801229681143764
Meath County,35,2020,2020-08-26,Phase 3,2022952,0.8536670999105379
Meath County,36,2020,2020-09-02,Phase 3,2335206,0.9854354100906436
Meath County,37,2020,2020-09-09,Phase 3,2352193,0.992603767533717
Meath County,38,2020,2020-09-16,Phase 3,2207593,0.9315839002076195
Meath County,39,2020,2020-09-23,Phase 3,2117051,0.893376010667927
Meath County,40,2020,2020-09-30,Phase 3,1994919,0.8418374322704792
Meath County,41,2020,2020-10-07,Level 3,1704066,0.7191001468527928
Meath County,42,2020,2020-10-14,Level 3,1775927,0.7494248265617879
Meath County,43,2020,2020-10-21,Level 5,1406870,0.5936861738939622
Meath County,44,2020,2020-10-28,Level 5,1524042,0.6431316780041524
Meath County,45,2020,2020-11-04,Level 5,444118,0.187413702884729
Monaghan County,6,2020,2020-02-05,Pre-restrictions,381413,1
Monaghan County,7,2020,2020-02-12,Pre-restrictions,391562,1.0266089514515762
Monaghan County,8,2020,2020-02-19,Pre-restrictions,402945,1.056453240975006
Monaghan County,9,2020,2020-02-26,Pre-restrictions,348556,0.9138545356346008
Monaghan County,10,2020,2020-03-04,Pre-restrictions,400190,1.0492300996557538
Monaghan County,11,2020,2020-03-11,Pre-restrictions,310622,0.8143980409687137
Monaghan County,12,2020,2020-03-18,School Shutdown,265817,0.6969269531977148
Monaghan County,13,2020,2020-03-25,School Shutdown,164259,0.4306591542501173
Monaghan County,14,2020,2020-04-01,Full Restrictions,136313,0.35738949642513496
Monaghan County,15,2020,2020-04-08,Full Restrictions,115176,0.3019718782527077
Monaghan County,16,2020,2020-04-15,Full Restrictions,140198,0.36757530550872675
Monaghan County,17,2020,2020-04-22,Full Restrictions,147742,0.38735439012304246
Monaghan County,18,2020,2020-04-29,Full Restrictions,119388,0.313015025707042
Monaghan County,19,2020,2020-05-06,Full Restrictions,174074,0.45639241452179136
Monaghan County,20,2020,2020-05-13,Full Restrictions,199351,0.5226644083971967
Monaghan County,21,2020,2020-05-20,Phase 1,232401,0.6093158859294255
Monaghan County,22,2020,2020-05-27,Phase 1,218097,0.5718132313266722
Monaghan County,23,2020,2020-06-03,Phase 1,265598,0.6963527724540065
Monaghan County,24,2020,2020-06-10,Phase 2,286536,0.7512486464803245
Monaghan County,25,2020,2020-06-17,Phase 2,294277,0.7715442315809896
Monaghan County,26,2020,2020-06-24,Phase 2,271615,0.7121283228416441
Monaghan County,27,2020,2020-07-01,Phase 3,346165,0.907585740391649
Monaghan County,28,2020,2020-07-08,Phase 3,360034,0.9439478989966257
Monaghan County,29,2020,2020-07-15,Phase 3,369029,0.9675312587667436
Monaghan County,30,2020,2020-07-22,Phase 3,374057,0.9807138194031142
Monaghan County,31,2020,2020-07-29,Phase 3,307126,0.805232123708421
Monaghan County,32,2020,2020-08-05,Phase 3,382374,1.0025195785146286
Monaghan County,33,2020,2020-08-12,Phase 3,382701,1.003376916885371
Monaghan County,34,2020,2020-08-19,Phase 3,376708,0.9876642904148522
Monaghan County,35,2020,2020-08-26,Phase 3,321280,0.8423415038291825
Monaghan County,36,2020,2020-09-02,Phase 3,372319,0.9761570790717673
Monaghan County,37,2020,2020-09-09,Phase 3,375570,0.9846806480114731
Monaghan County,38,2020,2020-09-16,Phase 3,353912,0.9278970564715938
Monaghan County,39,2020,2020-09-23,Phase 3,286176,0.7503047877235438
Monaghan County,40,2020,2020-09-30,Phase 3,276469,0.7248546850789039
Monaghan County,41,2020,2020-10-07,Level 3,245698,0.644178357843073
Monaghan County,42,2020,2020-10-14,Level 3,252340,0.661592551905677
Monaghan County,43,2020,2020-10-21,Level 5,204858,0.5371028255460616
Monaghan County,44,2020,2020-10-28,Level 5,220389,0.5778224654115093
Monaghan County,45,2020,2020-11-04,Level 5,74429,0.19514017613453133
North Tipperary,6,2020,2020-02-05,Pre-restrictions,793335,1
North Tipperary,7,2020,2020-02-12,Pre-restrictions,802244,1.0112298083407387
North Tipperary,8,2020,2020-02-19,Pre-restrictions,868494,1.0947380362646297
North Tipperary,9,2020,2020-02-26,Pre-restrictions,740589,0.9335135850554935
North Tipperary,10,2020,2020-03-04,Pre-restrictions,834278,1.0516087151077413
North Tipperary,11,2020,2020-03-11,Pre-restrictions,614086,0.7740563570244601
North Tipperary,12,2020,2020-03-18,School Shutdown,466976,0.5886239734790473
North Tipperary,13,2020,2020-03-25,School Shutdown,295480,0.37245299904832135
North Tipperary,14,2020,2020-04-01,Full Restrictions,247094,0.3114623708773721
North Tipperary,15,2020,2020-04-08,Full Restrictions,207895,0.2620519704790536
North Tipperary,16,2020,2020-04-15,Full Restrictions,252362,0.3181026930615692
North Tipperary,17,2020,2020-04-22,Full Restrictions,266878,0.3364001336131647
North Tipperary,18,2020,2020-04-29,Full Restrictions,202421,0.2551519849748215
North Tipperary,19,2020,2020-05-06,Full Restrictions,310088,0.3908664057428451
North Tipperary,20,2020,2020-05-13,Full Restrictions,353655,0.4457826769271493
North Tipperary,21,2020,2020-05-20,Phase 1,411991,0.5193152955561018
North Tipperary,22,2020,2020-05-27,Phase 1,374449,0.47199354623204576
North Tipperary,23,2020,2020-06-03,Phase 1,474814,0.5985037846559146
North Tipperary,24,2020,2020-06-10,Phase 2,527139,0.6644595284463688
North Tipperary,25,2020,2020-06-17,Phase 2,563887,0.7107804395368917
North Tipperary,26,2020,2020-06-24,Phase 2,529475,0.667404060075504
North Tipperary,27,2020,2020-07-01,Phase 3,722899,0.9112153125728727
North Tipperary,28,2020,2020-07-08,Phase 3,744692,0.9386854229297837
North Tipperary,29,2020,2020-07-15,Phase 3,770357,0.9710361953021107
North Tipperary,30,2020,2020-07-22,Phase 3,785004,0.9894987615572236
North Tipperary,31,2020,2020-07-29,Phase 3,673443,0.8488759477396056
North Tipperary,32,2020,2020-08-05,Phase 3,799121,1.0072932619889454
North Tipperary,33,2020,2020-08-12,Phase 3,783383,0.9874554885388896
North Tipperary,34,2020,2020-08-19,Phase 3,751411,0.9471547328682083
North Tipperary,35,2020,2020-08-26,Phase 3,655963,0.8268423805832341
North Tipperary,36,2020,2020-09-02,Phase 3,757220,0.9544769863928857
North Tipperary,37,2020,2020-09-09,Phase 3,777920,0.9805693685517467
North Tipperary,38,2020,2020-09-16,Phase 3,751098,0.9467601958819414
North Tipperary,39,2020,2020-09-23,Phase 3,716465,0.9031052455772152
North Tipperary,40,2020,2020-09-30,Phase 3,690033,0.8697876685133015
North Tipperary,41,2020,2020-10-07,Level 3,561752,0.7080892687200236
North Tipperary,42,2020,2020-10-14,Level 3,587848,0.7409833172619386
North Tipperary,43,2020,2020-10-21,Level 5,453856,0.572086193096233
North Tipperary,44,2020,2020-10-28,Level 5,484616,0.6108592208839897
North Tipperary,45,2020,2020-11-04,Level 5,168645,0.21257728450150315
Offaly County,6,2020,2020-02-05,Pre-restrictions,530142,1
Offaly County,7,2020,2020-02-12,Pre-restrictions,539652,1.0179385900381408
Offaly County,8,2020,2020-02-19,Pre-restrictions,575389,1.0853488310679025
Offaly County,9,2020,2020-02-26,Pre-restrictions,496893,0.9372828412010367
Offaly County,10,2020,2020-03-04,Pre-restrictions,566688,1.0689362472695996
Offaly County,11,2020,2020-03-11,Pre-restrictions,416556,0.7857441968378284
Offaly County,12,2020,2020-03-18,School Shutdown,332250,0.6267188790927714
Offaly County,13,2020,2020-03-25,School Shutdown,206481,0.389482440553663
Offaly County,14,2020,2020-04-01,Full Restrictions,173119,0.32655213131576066
Offaly County,15,2020,2020-04-08,Full Restrictions,147662,0.2785329213682372
Offaly County,16,2020,2020-04-15,Full Restrictions,178977,0.3376020009733241
Offaly County,17,2020,2020-04-22,Full Restrictions,188038,0.3546936481169196
Offaly County,18,2020,2020-04-29,Full Restrictions,145087,0.2736757321623263
Offaly County,19,2020,2020-05-06,Full Restrictions,221925,0.41861425806670666
Offaly County,20,2020,2020-05-13,Full Restrictions,251776,0.47492181340093786
Offaly County,21,2020,2020-05-20,Phase 1,293666,0.5539383787739889
Offaly County,22,2020,2020-05-27,Phase 1,267928,0.5053891221597232
Offaly County,23,2020,2020-06-03,Phase 1,337792,0.6371726820361338
Offaly County,24,2020,2020-06-10,Phase 2,371369,0.7005085429941412
Offaly County,25,2020,2020-06-17,Phase 2,393553,0.7423539353607147
Offaly County,26,2020,2020-06-24,Phase 2,361065,0.6810722410222166
Offaly County,27,2020,2020-07-01,Phase 3,449782,0.8484179710341757
Offaly County,28,2020,2020-07-08,Phase 3,439668,0.8293400636056
Offaly County,29,2020,2020-07-15,Phase 3,504121,0.9509169241448517
Offaly County,30,2020,2020-07-22,Phase 3,455902,0.8599620479041464
Offaly County,31,2020,2020-07-29,Phase 3,393756,0.7427368516359768
Offaly County,32,2020,2020-08-05,Phase 3,446465,0.8421611568221344
Offaly County,33,2020,2020-08-12,Phase 3,439671,0.8293457224668108
Offaly County,34,2020,2020-08-19,Phase 3,437079,0.8244564663807056
Offaly County,35,2020,2020-08-26,Phase 3,380745,0.7181943705648676
Offaly County,36,2020,2020-09-02,Phase 3,438345,0.8268445058116505
Offaly County,37,2020,2020-09-09,Phase 3,448489,0.8459790018523339
Offaly County,38,2020,2020-09-16,Phase 3,423672,0.7991670156297747
Offaly County,39,2020,2020-09-23,Phase 3,396229,0.7474016395607215
Offaly County,40,2020,2020-09-30,Phase 3,389830,0.7353312885981492
Offaly County,41,2020,2020-10-07,Level 3,330612,0.623629140871691
Offaly County,42,2020,2020-10-14,Level 3,356435,0.6723387318869284
Offaly County,43,2020,2020-10-21,Level 5,268421,0.5063190616853598
Offaly County,44,2020,2020-10-28,Level 5,287035,0.5414304092111171
Offaly County,45,2020,2020-11-04,Level 5,105340,0.19870147998083532
Roscommon County,6,2020,2020-02-05,Pre-restrictions,348419,1
Roscommon County,7,2020,2020-02-12,Pre-restrictions,355644,1.0207365269976667
Roscommon County,8,2020,2020-02-19,Pre-restrictions,371878,1.0673298528495863
Roscommon County,9,2020,2020-02-26,Pre-restrictions,324333,0.9308705897209969
Roscommon County,10,2020,2020-03-04,Pre-restrictions,373026,1.0706247363088695
Roscommon County,11,2020,2020-03-11,Pre-restrictions,289961,0.8322192532554195
Roscommon County,12,2020,2020-03-18,School Shutdown,242272,0.6953466946406481
Roscommon County,13,2020,2020-03-25,School Shutdown,154995,0.44485231861637853
Roscommon County,14,2020,2020-04-01,Full Restrictions,135760,0.38964580002812704
Roscommon County,15,2020,2020-04-08,Full Restrictions,118783,0.34091998427181064
Roscommon County,16,2020,2020-04-15,Full Restrictions,141250,0.4054026904388107
Roscommon County,17,2020,2020-04-22,Full Restrictions,148683,0.4267361998054067
Roscommon County,18,2020,2020-04-29,Full Restrictions,118586,0.34035457308585354
Roscommon County,19,2020,2020-05-06,Full Restrictions,172222,0.49429566125842733
Roscommon County,20,2020,2020-05-13,Full Restrictions,192927,0.5537212379347854
Roscommon County,21,2020,2020-05-20,Phase 1,221870,0.6367907605497978
Roscommon County,22,2020,2020-05-27,Phase 1,206522,0.5927403499809137
Roscommon County,23,2020,2020-06-03,Phase 1,253226,0.7267858526658993
Roscommon County,24,2020,2020-06-10,Phase 2,278120,0.7982343098395897
Roscommon County,25,2020,2020-06-17,Phase 2,296142,0.8499593879782675
Roscommon County,26,2020,2020-06-24,Phase 2,266000,0.7634486064192826
Roscommon County,27,2020,2020-07-01,Phase 3,351316,1.0083147015518672
Roscommon County,28,2020,2020-07-08,Phase 3,362247,1.039687847103631
Roscommon County,29,2020,2020-07-15,Phase 3,374869,1.0759143445104888
Roscommon County,30,2020,2020-07-22,Phase 3,371669,1.066730000373114
Roscommon County,31,2020,2020-07-29,Phase 3,326274,0.9364414684618233
Roscommon County,32,2020,2020-08-05,Phase 3,381723,1.0955860616097286
Roscommon County,33,2020,2020-08-12,Phase 3,385855,1.1074453459771139
Roscommon County,34,2020,2020-08-19,Phase 3,365613,1.0493486290931322
Roscommon County,35,2020,2020-08-26,Phase 3,314739,0.90333477795413
Roscommon County,36,2020,2020-09-02,Phase 3,357407,1.0257965265958515
Roscommon County,37,2020,2020-09-09,Phase 3,362891,1.0415361963612777
Roscommon County,38,2020,2020-09-16,Phase 3,360774,1.0354601786928956
Roscommon County,39,2020,2020-09-23,Phase 3,344371,0.9883818046662208
Roscommon County,40,2020,2020-09-30,Phase 3,331235,0.9506800719822972
Roscommon County,41,2020,2020-10-07,Level 3,279379,0.8018477752361381
Roscommon County,42,2020,2020-10-14,Level 3,300787,0.8632910375151757
Roscommon County,43,2020,2020-10-21,Level 5,229926,0.6599123469156389
Roscommon County,44,2020,2020-10-28,Level 5,239987,0.688788498905054
Roscommon County,45,2020,2020-11-04,Level 5,81234,0.23315031614234585
Sligo County,6,2020,2020-02-05,Pre-restrictions,290575,1
Sligo County,7,2020,2020-02-12,Pre-restrictions,297814,1.0249126731480684
Sligo County,8,2020,2020-02-19,Pre-restrictions,305342,1.0508199260087756
Sligo County,9,2020,2020-02-26,Pre-restrictions,265447,0.9135231867848232
Sligo County,10,2020,2020-03-04,Pre-restrictions,305390,1.0509851157188332
Sligo County,11,2020,2020-03-11,Pre-restrictions,233597,0.8039129312569905
Sligo County,12,2020,2020-03-18,School Shutdown,190622,0.6560165189710058
Sligo County,13,2020,2020-03-25,School Shutdown,118478,0.40773638475436635
Sligo County,14,2020,2020-04-01,Full Restrictions,103986,0.3578628581261292
Sligo County,15,2020,2020-04-08,Full Restrictions,90889,0.3127901574464424
Sligo County,16,2020,2020-04-15,Full Restrictions,109596,0.3771694054891164
Sligo County,17,2020,2020-04-22,Full Restrictions,114679,0.39466230749376235
Sligo County,18,2020,2020-04-29,Full Restrictions,89739,0.3088324873096447
Sligo County,19,2020,2020-05-06,Full Restrictions,131129,0.45127419771143423
Sligo County,20,2020,2020-05-13,Full Restrictions,146261,0.5033502538071066
Sligo County,21,2020,2020-05-20,Phase 1,168028,0.5782603458659554
Sligo County,22,2020,2020-05-27,Phase 1,152236,0.5239129312569905
Sligo County,23,2020,2020-06-03,Phase 1,190686,0.6562367719177493
Sligo County,24,2020,2020-06-10,Phase 2,213155,0.7335627634861912
Sligo County,25,2020,2020-06-17,Phase 2,224049,0.7710539447646907
Sligo County,26,2020,2020-06-24,Phase 2,200102,0.6886414867073906
Sligo County,27,2020,2020-07-01,Phase 3,265439,0.9134956551664802
Sligo County,28,2020,2020-07-08,Phase 3,283587,0.9759511313774413
Sligo County,29,2020,2020-07-15,Phase 3,293596,1.010396627376753
Sligo County,30,2020,2020-07-22,Phase 3,297979,1.0254805127763917
Sligo County,31,2020,2020-07-29,Phase 3,254937,0.8773535231867848
Sligo County,32,2020,2020-08-05,Phase 3,316236,1.0883111072872753
Sligo County,33,2020,2020-08-12,Phase 3,312912,1.0768717198657833
Sligo County,34,2020,2020-08-19,Phase 3,294744,1.014347414608965
Sligo County,35,2020,2020-08-26,Phase 3,257480,0.8861051363675471
Sligo County,36,2020,2020-09-02,Phase 3,291654,1.0037133270240042
Sligo County,37,2020,2020-09-09,Phase 3,292689,1.0072752301471222
Sligo County,38,2020,2020-09-16,Phase 3,300901,1.0355364363761508
Sligo County,39,2020,2020-09-23,Phase 3,285934,0.9840282199088015
Sligo County,40,2020,2020-09-30,Phase 3,267199,0.9195526112019272
Sligo County,41,2020,2020-10-07,Level 3,227150,0.7817258883248731
Sligo County,42,2020,2020-10-14,Level 3,238955,0.822352232642175
Sligo County,43,2020,2020-10-21,Level 5,181354,0.624121139120709
Sligo County,44,2020,2020-10-28,Level 5,189403,0.6518213886260001
Sligo County,45,2020,2020-11-04,Level 5,67794,0.2333098167426654
South Dublin,6,2020,2020-02-05,Pre-restrictions,7154956,1
South Dublin,7,2020,2020-02-12,Pre-restrictions,7149835,0.9992842723281596
South Dublin,8,2020,2020-02-19,Pre-restrictions,7358957,1.0285118454956257
South Dublin,9,2020,2020-02-26,Pre-restrictions,6467105,0.9038636995112199
South Dublin,10,2020,2020-03-04,Pre-restrictions,7375057,1.030762034036268
South Dublin,11,2020,2020-03-11,Pre-restrictions,5527529,0.7725454915446021
South Dublin,12,2020,2020-03-18,School Shutdown,4687585,0.6551521770364486
South Dublin,13,2020,2020-03-25,School Shutdown,2778115,0.3882784184836357
South Dublin,14,2020,2020-04-01,Full Restrictions,2158340,0.301656641913661
South Dublin,15,2020,2020-04-08,Full Restrictions,1817224,0.2539811565577762
South Dublin,16,2020,2020-04-15,Full Restrictions,2258705,0.31568398184419305
South Dublin,17,2020,2020-04-22,Full Restrictions,2391794,0.33428493480602817
South Dublin,18,2020,2020-04-29,Full Restrictions,1844122,0.2577405088165462
South Dublin,19,2020,2020-05-06,Full Restrictions,2802660,0.39170890778363976
South Dublin,20,2020,2020-05-13,Full Restrictions,3297829,0.4609153431551501
South Dublin,21,2020,2020-05-20,Phase 1,4090906,0.5717583727978202
South Dublin,22,2020,2020-05-27,Phase 1,3721728,0.5201608507445749
South Dublin,23,2020,2020-06-03,Phase 1,4750164,0.6638984222963775
South Dublin,24,2020,2020-06-10,Phase 2,5381145,0.7520863859959447
South Dublin,25,2020,2020-06-17,Phase 2,5661492,0.7912685975986435
South Dublin,26,2020,2020-06-24,Phase 2,5037173,0.7040117367598068
South Dublin,27,2020,2020-07-01,Phase 3,6309131,0.8817847377398268
South Dublin,28,2020,2020-07-08,Phase 3,6461930,0.9031404246231564
South Dublin,29,2020,2020-07-15,Phase 3,6587065,0.9206297005879561
South Dublin,30,2020,2020-07-22,Phase 3,6475559,0.9050452581399522
South Dublin,31,2020,2020-07-29,Phase 3,5165385,0.7219310642860697
South Dublin,32,2020,2020-08-05,Phase 3,6253140,0.8739592528591371
South Dublin,33,2020,2020-08-12,Phase 3,6167525,0.8619934210636655
South Dublin,34,2020,2020-08-19,Phase 3,6147029,0.8591288332171435
South Dublin,35,2020,2020-08-26,Phase 3,5401156,0.7548831886597206
South Dublin,36,2020,2020-09-02,Phase 3,6445515,0.900846210654545
South Dublin,37,2020,2020-09-09,Phase 3,6610734,0.9239377572692271
South Dublin,38,2020,2020-09-16,Phase 3,6109596,0.8538970749785184
South Dublin,39,2020,2020-09-23,Phase 3,5956221,0.832460884455474
South Dublin,40,2020,2020-09-30,Phase 3,4821394,0.6738537595479274
South Dublin,41,2020,2020-10-07,Level 3,4281742,0.5984302349308647
South Dublin,42,2020,2020-10-14,Level 3,5704043,0.7972156642193188
South Dublin,43,2020,2020-10-21,Level 5,3922593,0.5482343986461972
South Dublin,44,2020,2020-10-28,Level 5,4248129,0.5937323723584045
South Dublin,45,2020,2020-11-04,Level 5,1483353,0.20731825604518042
South Tipperary,6,2020,2020-02-05,Pre-restrictions,503939,1
South Tipperary,7,2020,2020-02-12,Pre-restrictions,522858,1.0375422422158238
South Tipperary,8,2020,2020-02-19,Pre-restrictions,533743,1.05914207870397
South Tipperary,9,2020,2020-02-26,Pre-restrictions,466037,0.9247885160703974
South Tipperary,10,2020,2020-03-04,Pre-restrictions,528207,1.0481566221308531
South Tipperary,11,2020,2020-03-11,Pre-restrictions,395539,0.7848946003385331
South Tipperary,12,2020,2020-03-18,School Shutdown,328333,0.6515332212827346
South Tipperary,13,2020,2020-03-25,School Shutdown,206003,0.4087855871444758
South Tipperary,14,2020,2020-04-01,Full Restrictions,180044,0.35727340015359
South Tipperary,15,2020,2020-04-08,Full Restrictions,146543,0.29079511607555675
South Tipperary,16,2020,2020-04-15,Full Restrictions,180756,0.3586862695683406
South Tipperary,17,2020,2020-04-22,Full Restrictions,194981,0.3869138923560193
South Tipperary,18,2020,2020-04-29,Full Restrictions,146744,0.291193973873822
South Tipperary,19,2020,2020-05-06,Full Restrictions,223139,0.44278970272195645
South Tipperary,20,2020,2020-05-13,Full Restrictions,251201,0.49847501384096093
South Tipperary,21,2020,2020-05-20,Phase 1,289122,0.573724200746519
South Tipperary,22,2020,2020-05-27,Phase 1,259641,0.515223072633791
South Tipperary,23,2020,2020-06-03,Phase 1,333279,0.6613479012340779
