area,week_no,year,date,events,weekly_total,weekly_total_pc
Carlow County,6,2020,2020-02-05,Pre-restrictions,384608,1
Carlow County,7,2020,2020-02-12,Pre-restrictions,396273,1.0303295823279808
Carlow County,8,2020,2020-02-19,Pre-restrictions,405888,1.0553290623179965
Carlow County,9,2020,2020-02-26,Pre-restrictions,356474,0.926850195523754
Carlow County,10,2020,2020-03-04,Pre-restrictions,409988,1.0659892669939264
Carlow County,11,2020,2020-03-11,Pre-restrictions,300747,0.7819572135785007
Carlow County,12,2020,2020-03-18,School Shutdown,248165,0.6452413886346617
Carlow County,13,2020,2020-03-25,School Shutdown,155438,0.4041465596139446
Carlow County,14,2020,2020-04-01,Full Restrictions,132526,0.34457421582494385
Carlow County,15,2020,2020-04-08,Full Restrictions,113793,0.29586748065562857
Carlow County,16,2020,2020-04-15,Full Restrictions,138685,0.3605879232881271
Carlow County,17,2020,2020-04-22,Full Restrictions,144982,0.3769604376404027
Carlow County,18,2020,2020-04-29,Full Restrictions,111349,0.28951295864880605
Carlow County,19,2020,2020-05-06,Full Restrictions,167340,0.43509235377319244
Carlow County,20,2020,2020-05-13,Full Restrictions,188402,0.48985460520842
Carlow County,21,2020,2020-05-20,Phase 1,220605,0.573584012813046
Carlow County,22,2020,2020-05-27,Phase 1,200555,0.5214530118978284
Carlow County,23,2020,2020-06-03,Phase 1,259658,0.6751237623762376
Carlow County,24,2020,2020-06-10,Phase 2,280328,0.7288667942424495
Carlow County,25,2020,2020-06-17,Phase 2,298977,0.7773551252184042
Carlow County,26,2020,2020-06-24,Phase 2,268921,0.6992080247940761
Carlow County,27,2020,2020-07-01,Phase 3,355277,0.9237379357683667
Carlow County,28,2020,2020-07-08,Phase 3,369511,0.9607470463432898
Carlow County,29,2020,2020-07-15,Phase 3,370721,0.9638931067476496
Carlow County,30,2020,2020-07-22,Phase 3,371325,0.9654635368999085
Carlow County,31,2020,2020-07-29,Phase 3,311404,0.8096659455861552
Carlow County,32,2020,2020-08-05,Phase 3,368821,0.9589530118978284
Carlow County,33,2020,2020-08-12,Phase 3,358908,0.933178717031367
Carlow County,34,2020,2020-08-19,Phase 3,348579,0.9063228013977869
Carlow County,35,2020,2020-08-26,Phase 3,317439,0.8253572468591397
Carlow County,36,2020,2020-09-02,Phase 3,372138,0.9675773774856478
Carlow County,37,2020,2020-09-09,Phase 3,378374,0.9837912887927448
Carlow County,38,2020,2020-09-16,Phase 3,372911,0.9695872160745487
Carlow County,39,2020,2020-09-23,Phase 3,358120,0.9311298776936517
Carlow County,40,2020,2020-09-30,Phase 3,349771,0.9094220609035694
Carlow County,41,2020,2020-10-07,Level 3,298827,0.7769651177302604
Carlow County,42,2020,2020-10-14,Level 3,300500,0.781315001248024
Carlow County,43,2020,2020-10-21,Level 5,235507,0.6123299567351693
Carlow County,44,2020,2020-10-28,Level 5,255490,0.6642867543056826
Carlow County,45,2020,2020-11-04,Level 5,90824,0.2361469340211332
Cavan County,6,2020,2020-02-05,Pre-restrictions,377672,1
Cavan County,7,2020,2020-02-12,Pre-restrictions,385976,1.021987332923807
Cavan County,8,2020,2020-02-19,Pre-restrictions,397729,1.0531069287635832
Cavan County,9,2020,2020-02-26,Pre-restrictions,342800,0.9076659111610075
Cavan County,10,2020,2020-03-04,Pre-restrictions,404026,1.0697801266707618
Cavan County,11,2020,2020-03-11,Pre-restrictions,314628,0.8330720837128514
Cavan County,12,2020,2020-03-18,School Shutdown,266957,0.7068488000169459
Cavan County,13,2020,2020-03-25,School Shutdown,160682,0.4254538329555805
Cavan County,14,2020,2020-04-01,Full Restrictions,136792,0.36219788599631425
Cavan County,15,2020,2020-04-08,Full Restrictions,114877,0.3041713444470334
Cavan County,16,2020,2020-04-15,Full Restrictions,141463,0.37456576076595566
Cavan County,17,2020,2020-04-22,Full Restrictions,149113,0.3948214323540003
Cavan County,18,2020,2020-04-29,Full Restrictions,120288,0.3184985913702896
Cavan County,19,2020,2020-05-06,Full Restrictions,173071,0.4582574297273825
Cavan County,20,2020,2020-05-13,Full Restrictions,196823,0.5211479802580017
Cavan County,21,2020,2020-05-20,Phase 1,234801,0.6217061365417611
Cavan County,22,2020,2020-05-27,Phase 1,218437,0.5783775339447986
Cavan County,23,2020,2020-06-03,Phase 1,270258,0.7155891885021923
Cavan County,24,2020,2020-06-10,Phase 2,293524,0.777192908131924
Cavan County,25,2020,2020-06-17,Phase 2,296627,0.7854090321760682
Cavan County,26,2020,2020-06-24,Phase 2,265915,0.7040897922006397
Cavan County,27,2020,2020-07-01,Phase 3,346737,0.9180903005782796
Cavan County,28,2020,2020-07-08,Phase 3,358116,0.9482196191404182
Cavan County,29,2020,2020-07-15,Phase 3,372246,0.9856330360736301
Cavan County,30,2020,2020-07-22,Phase 3,374823,0.9924564172085831
Cavan County,31,2020,2020-07-29,Phase 3,322671,0.8543683407824779
Cavan County,32,2020,2020-08-05,Phase 3,390531,1.0340480628693682
Cavan County,33,2020,2020-08-12,Phase 3,388943,1.0298433561397191
Cavan County,34,2020,2020-08-19,Phase 3,371596,0.9839119659386981
Cavan County,35,2020,2020-08-26,Phase 3,330966,0.8763318435044165
Cavan County,36,2020,2020-09-02,Phase 3,387430,1.0258372344256392
Cavan County,37,2020,2020-09-09,Phase 3,391373,1.0362775106441569
Cavan County,38,2020,2020-09-16,Phase 3,391467,1.0365264038636701
Cavan County,39,2020,2020-09-23,Phase 3,380800,1.0082823190493337
Cavan County,40,2020,2020-09-30,Phase 3,359505,0.9518974136287572
Cavan County,41,2020,2020-10-07,Level 3,305926,0.8100309263064246
Cavan County,42,2020,2020-10-14,Level 3,301293,0.7977636679446716
Cavan County,43,2020,2020-10-21,Level 5,242183,0.6412521976741723
Cavan County,44,2020,2020-10-28,Level 5,263044,0.6964879578046559
Cavan County,45,2020,2020-11-04,Level 5,91459,0.2421651591857485
Clare County,6,2020,2020-02-05,Pre-restrictions,1085791,1
Clare County,7,2020,2020-02-12,Pre-restrictions,1133841,1.0442534520916087
Clare County,8,2020,2020-02-19,Pre-restrictions,1164631,1.0726106589573867
Clare County,9,2020,2020-02-26,Pre-restrictions,1046607,0.9639120235846493
Clare County,10,2020,2020-03-04,Pre-restrictions,1140457,1.0503467057656584
Clare County,11,2020,2020-03-11,Pre-restrictions,868592,0.7999624237076933
Clare County,12,2020,2020-03-18,School Shutdown,690163,0.6356315349823308
Clare County,13,2020,2020-03-25,School Shutdown,412023,0.37946805600709527
Clare County,14,2020,2020-04-01,Full Restrictions,337777,0.31108841388444003
Clare County,15,2020,2020-04-08,Full Restrictions,278870,0.2568357998915077
Clare County,16,2020,2020-04-15,Full Restrictions,338101,0.311386813852758
Clare County,17,2020,2020-04-22,Full Restrictions,352831,0.32495296056054984
Clare County,18,2020,2020-04-29,Full Restrictions,262543,0.24179883605592606
Clare County,19,2020,2020-05-06,Full Restrictions,408127,0.37587988848682663
Clare County,20,2020,2020-05-13,Full Restrictions,461598,0.4251260141224232
Clare County,21,2020,2020-05-20,Phase 1,546827,0.5036208625785257
Clare County,22,2020,2020-05-27,Phase 1,491820,0.45296010005608817
Clare County,23,2020,2020-06-03,Phase 1,638920,0.588437369622699
Clare County,24,2020,2020-06-10,Phase 2,751686,0.6922934524231643
Clare County,25,2020,2020-06-17,Phase 2,780399,0.7187377681340147
Clare County,26,2020,2020-06-24,Phase 2,722010,0.6649622256953687
Clare County,27,2020,2020-07-01,Phase 3,974047,0.8970851664823156
Clare County,28,2020,2020-07-08,Phase 3,1038658,0.9565910934977357
Clare County,29,2020,2020-07-15,Phase 3,1092510,1.0061881153923729
Clare County,30,2020,2020-07-22,Phase 3,1088093,1.0021201133551485
Clare County,31,2020,2020-07-29,Phase 3,929511,0.8560680646643783
Clare County,32,2020,2020-08-05,Phase 3,1161373,1.0696100814981888
Clare County,33,2020,2020-08-12,Phase 3,1139565,1.0495251848652274
Clare County,34,2020,2020-08-19,Phase 3,1050551,0.9675443985076317
Clare County,35,2020,2020-08-26,Phase 3,908129,0.8363755087305016
Clare County,36,2020,2020-09-02,Phase 3,1010239,0.9304175481285072
Clare County,37,2020,2020-09-09,Phase 3,1037216,0.9552630294412092
Clare County,38,2020,2020-09-16,Phase 3,1069821,0.9852918287221021
Clare County,39,2020,2020-09-23,Phase 3,1029299,0.9479715709561048
Clare County,40,2020,2020-09-30,Phase 3,967859,0.891386095482464
Clare County,41,2020,2020-10-07,Level 3,739516,0.6810850338601075
Clare County,42,2020,2020-10-14,Level 3,756704,0.6969149679818676
Clare County,43,2020,2020-10-21,Level 5,567528,0.5226862259864007
Clare County,44,2020,2020-10-28,Level 5,612740,0.5643259153925572
Clare County,45,2020,2020-11-04,Level 5,221656,0.20414241783179268
Cork City,6,2020,2020-02-05,Pre-restrictions,1277783,1
Cork City,7,2020,2020-02-12,Pre-restrictions,1291549,1.010773347274146
Cork City,8,2020,2020-02-19,Pre-restrictions,1313649,1.0280689287617695
Cork City,9,2020,2020-02-26,Pre-restrictions,1167400,0.9136136574050523
Cork City,10,2020,2020-03-04,Pre-restrictions,1304105,1.020599741896707
Cork City,11,2020,2020-03-11,Pre-restrictions,968057,0.7576067297811914
Cork City,12,2020,2020-03-18,School Shutdown,839863,0.6572814006760146
Cork City,13,2020,2020-03-25,School Shutdown,505434,0.3955554268604293
Cork City,14,2020,2020-04-01,Full Restrictions,418585,0.32758692203605777
Cork City,15,2020,2020-04-08,Full Restrictions,353040,0.27629104472355637
Cork City,16,2020,2020-04-15,Full Restrictions,426857,0.33406063470871034
Cork City,17,2020,2020-04-22,Full Restrictions,452450,0.3540898571979749
Cork City,18,2020,2020-04-29,Full Restrictions,348807,0.27297827565400384
Cork City,19,2020,2020-05-06,Full Restrictions,526087,0.41171857819363694
Cork City,20,2020,2020-05-13,Full Restrictions,607657,0.47555570859840834
Cork City,21,2020,2020-05-20,Phase 1,758889,0.593910703147561
Cork City,22,2020,2020-05-27,Phase 1,675850,0.5289239252674358
Cork City,23,2020,2020-06-03,Phase 1,889072,0.6957926345866239
Cork City,24,2020,2020-06-10,Phase 2,993475,0.7774989963084499
Cork City,25,2020,2020-06-17,Phase 2,1033036,0.8084596523822902
Cork City,26,2020,2020-06-24,Phase 2,905503,0.7086516255107479
Cork City,27,2020,2020-07-01,Phase 3,1126291,0.8814415280215812
Cork City,28,2020,2020-07-08,Phase 3,1144675,0.895828947481693
Cork City,29,2020,2020-07-15,Phase 3,1159068,0.9070929884025691
Cork City,30,2020,2020-07-22,Phase 3,1151907,0.9014887504372808
Cork City,31,2020,2020-07-29,Phase 3,916019,0.7168815049190669
Cork City,32,2020,2020-08-05,Phase 3,1161596,0.9090714150994339
Cork City,33,2020,2020-08-12,Phase 3,1154442,0.9034726553726259
Cork City,34,2020,2020-08-19,Phase 3,1135129,0.8883581954056362
Cork City,35,2020,2020-08-26,Phase 3,1017432,0.796247876204332
Cork City,36,2020,2020-09-02,Phase 3,1185594,0.9278523818207004
Cork City,37,2020,2020-09-09,Phase 3,1192577,0.9333173160074911
Cork City,38,2020,2020-09-16,Phase 3,1195189,0.9353614815661189
Cork City,39,2020,2020-09-23,Phase 3,1185368,0.9276755129783383
Cork City,40,2020,2020-09-30,Phase 3,1161741,0.9091848928965247
Cork City,41,2020,2020-10-07,Level 3,1092156,0.8547272893754261
Cork City,42,2020,2020-10-14,Level 3,1092254,0.8548039847141494
Cork City,43,2020,2020-10-21,Level 5,764402,0.5982252072535008
Cork City,44,2020,2020-10-28,Level 5,762404,0.59666156147014
Cork City,45,2020,2020-11-04,Level 5,293171,0.2294372362130346
Cork County,6,2020,2020-02-05,Pre-restrictions,5128701,1
Cork County,7,2020,2020-02-12,Pre-restrictions,5141365,1.0024692412367187
Cork County,8,2020,2020-02-19,Pre-restrictions,5322114,1.0377118884489465
Cork County,9,2020,2020-02-26,Pre-restrictions,4724226,0.9211350008510927
Cork County,10,2020,2020-03-04,Pre-restrictions,5192305,1.0124015808291418
Cork County,11,2020,2020-03-11,Pre-restrictions,3962567,0.7726258559428596
Cork County,12,2020,2020-03-18,School Shutdown,3400060,0.6629475962821775
Cork County,13,2020,2020-03-25,School Shutdown,2061684,0.40198950962436686
Cork County,14,2020,2020-04-01,Full Restrictions,1669573,0.32553525736828876
Cork County,15,2020,2020-04-08,Full Restrictions,1386017,0.27024718344859644
Cork County,16,2020,2020-04-15,Full Restrictions,1693299,0.3301613800453565
Cork County,17,2020,2020-04-22,Full Restrictions,1775010,0.3460934844905172
Cork County,18,2020,2020-04-29,Full Restrictions,1356369,0.26446638242315157
Cork County,19,2020,2020-05-06,Full Restrictions,2064878,0.40261227940564287
Cork County,20,2020,2020-05-13,Full Restrictions,2352796,0.45875086108548735
Cork County,21,2020,2020-05-20,Phase 1,2904620,0.5663461371602673
Cork County,22,2020,2020-05-27,Phase 1,2642445,0.5152269551295737
Cork County,23,2020,2020-06-03,Phase 1,3490669,0.6806146429670983
Cork County,24,2020,2020-06-10,Phase 2,3937734,0.7677838891368399
Cork County,25,2020,2020-06-17,Phase 2,4150369,0.8092437051799276
Cork County,26,2020,2020-06-24,Phase 2,3713595,0.7240810099867393
Cork County,27,2020,2020-07-01,Phase 3,4676823,0.9118923095731258
Cork County,28,2020,2020-07-08,Phase 3,4771192,0.9302924853681274
Cork County,29,2020,2020-07-15,Phase 3,4930579,0.961369945333136
Cork County,30,2020,2020-07-22,Phase 3,4899546,0.9553190954200683
Cork County,31,2020,2020-07-29,Phase 3,3939533,0.7681346602190301
Cork County,32,2020,2020-08-05,Phase 3,5011278,0.9771047288582431
Cork County,33,2020,2020-08-12,Phase 3,4900969,0.9555965535912505
Cork County,34,2020,2020-08-19,Phase 3,4790404,0.9340384631508056
Cork County,35,2020,2020-08-26,Phase 3,4250895,0.8288443798926862
Cork County,36,2020,2020-09-02,Phase 3,4925513,0.9603821708459901
Cork County,37,2020,2020-09-09,Phase 3,4964522,0.9679881903819311
Cork County,38,2020,2020-09-16,Phase 3,5013550,0.9775477260226323
Cork County,39,2020,2020-09-23,Phase 3,5034962,0.9817226623271663
Cork County,40,2020,2020-09-30,Phase 3,5182051,1.0104022441550014
Cork County,41,2020,2020-10-07,Level 3,4730792,0.9224152470576857
Cork County,42,2020,2020-10-14,Level 3,4756103,0.9273504148516359
Cork County,43,2020,2020-10-21,Level 5,3288157,0.6411286210679858
Cork County,44,2020,2020-10-28,Level 5,3486354,0.6797732993208222
Cork County,45,2020,2020-11-04,Level 5,1259850,0.24564699716360927
Donegal County,6,2020,2020-02-05,Pre-restrictions,683082,1
Donegal County,7,2020,2020-02-12,Pre-restrictions,705888,1.0333869140161795
Donegal County,8,2020,2020-02-19,Pre-restrictions,687078,1.0058499565205934
Donegal County,9,2020,2020-02-26,Pre-restrictions,619826,0.9073961837671026
Donegal County,10,2020,2020-03-04,Pre-restrictions,729960,1.0686271926357305
Donegal County,11,2020,2020-03-11,Pre-restrictions,602131,0.8814915339593197
Donegal County,12,2020,2020-03-18,School Shutdown,497645,0.7285289321047839
Donegal County,13,2020,2020-03-25,School Shutdown,282442,0.41348183673409633
Donegal County,14,2020,2020-04-01,Full Restrictions,244805,0.35838303454050907
Donegal County,15,2020,2020-04-08,Full Restrictions,197610,0.2892917687773942
Donegal County,16,2020,2020-04-15,Full Restrictions,248824,0.3642666619820168
Donegal County,17,2020,2020-04-22,Full Restrictions,264329,0.38696525453752256
Donegal County,18,2020,2020-04-29,Full Restrictions,206584,0.3024292837463145
Donegal County,19,2020,2020-05-06,Full Restrictions,302501,0.4428472716306388
Donegal County,20,2020,2020-05-13,Full Restrictions,349182,0.5111860655089726
Donegal County,21,2020,2020-05-20,Phase 1,414542,0.6068700390289892
Donegal County,22,2020,2020-05-27,Phase 1,394888,0.5780975051311555
Donegal County,23,2020,2020-06-03,Phase 1,485668,0.7109951660269191
Donegal County,24,2020,2020-06-10,Phase 2,572790,0.8385376865442217
Donegal County,25,2020,2020-06-17,Phase 2,598524,0.8762110551881034
Donegal County,26,2020,2020-06-24,Phase 2,534346,0.7822574742124664
Donegal County,27,2020,2020-07-01,Phase 3,709766,1.0390641240729517
Donegal County,28,2020,2020-07-08,Phase 3,785314,1.1496628516049319
Donegal County,29,2020,2020-07-15,Phase 3,798247,1.168596156830366
Donegal County,30,2020,2020-07-22,Phase 3,800009,1.17117564216302
Donegal County,31,2020,2020-07-29,Phase 3,687201,1.0060300227498309
Donegal County,32,2020,2020-08-05,Phase 3,854422,1.2508337212809004
Donegal County,33,2020,2020-08-12,Phase 3,861284,1.2608793673380356
Donegal County,34,2020,2020-08-19,Phase 3,770758,1.1283535505254128
Donegal County,35,2020,2020-08-26,Phase 3,675969,0.9895869017189737
Donegal County,36,2020,2020-09-02,Phase 3,732164,1.071853745231173
Donegal County,37,2020,2020-09-09,Phase 3,739243,1.0822170691073691
Donegal County,38,2020,2020-09-16,Phase 3,732468,1.0722987869684752
Donegal County,39,2020,2020-09-23,Phase 3,597568,0.874811516040534
Donegal County,40,2020,2020-09-30,Phase 3,505030,0.7393402256244492
Donegal County,41,2020,2020-10-07,Level 3,525249,0.7689398930143087
Donegal County,42,2020,2020-10-14,Level 3,525755,0.7696806532744238
Donegal County,43,2020,2020-10-21,Level 5,427190,0.6253861176257023
Donegal County,44,2020,2020-10-28,Level 5,453030,0.6632146652964066
Donegal County,45,2020,2020-11-04,Level 5,158614,0.2322034543436952
Dublin City,6,2020,2020-02-05,Pre-restrictions,298522,1
Dublin City,7,2020,2020-02-12,Pre-restrictions,295385,0.9894915617609422
Dublin City,8,2020,2020-02-19,Pre-restrictions,299649,1.0037752661445387
Dublin City,9,2020,2020-02-26,Pre-restrictions,256431,0.8590020166017915
Dublin City,10,2020,2020-03-04,Pre-restrictions,292573,0.9800718205023415
Dublin City,11,2020,2020-03-11,Pre-restrictions,225646,0.7558772887760367
Dublin City,12,2020,2020-03-18,School Shutdown,170197,0.5701321845626118
Dublin City,13,2020,2020-03-25,School Shutdown,99411,0.33301063238220296
Dublin City,14,2020,2020-04-01,Full Restrictions,82820,0.2774334889890862
Dublin City,15,2020,2020-04-08,Full Restrictions,73182,0.2451477613040245
Dublin City,16,2020,2020-04-15,Full Restrictions,85785,0.28736575528771746
Dublin City,17,2020,2020-04-22,Full Restrictions,90777,0.30408814090753783
Dublin City,18,2020,2020-04-29,Full Restrictions,73212,0.24524825640991282
Dublin City,19,2020,2020-05-06,Full Restrictions,105082,0.3520075572319628
Dublin City,20,2020,2020-05-13,Full Restrictions,119089,0.39892872217123027
Dublin City,21,2020,2020-05-20,Phase 1,141898,0.4753351511781376
Dublin City,22,2020,2020-05-27,Phase 1,127694,0.42775406837687
Dublin City,23,2020,2020-06-03,Phase 1,160276,0.5368984530453367
Dublin City,24,2020,2020-06-10,Phase 2,186256,0.623927214744642
Dublin City,25,2020,2020-06-17,Phase 2,194603,0.651888303039642
Dublin City,26,2020,2020-06-24,Phase 2,171639,0.5749626493189781
Dublin City,27,2020,2020-07-01,Phase 3,215817,0.7229517422501525
Dublin City,28,2020,2020-07-08,Phase 3,220044,0.73711150266982
Dublin City,29,2020,2020-07-15,Phase 3,225553,0.7555657539477827
Dublin City,30,2020,2020-07-22,Phase 3,224121,0.7507687875600458
Dublin City,31,2020,2020-07-29,Phase 3,184293,0.6173514849826813
Dublin City,32,2020,2020-08-05,Phase 3,227031,0.7605168128312151
Dublin City,33,2020,2020-08-12,Phase 3,228491,0.7654075746511145
Dublin City,34,2020,2020-08-19,Phase 3,227178,0.761009238850068
Dublin City,35,2020,2020-08-26,Phase 3,198996,0.6666041363785583
Dublin City,36,2020,2020-09-02,Phase 3,230535,0.7722546411989736
Dublin City,37,2020,2020-09-09,Phase 3,232614,0.7792189520370358
Dublin City,38,2020,2020-09-16,Phase 3,219245,0.7344349830163271
Dublin City,39,2020,2020-09-23,Phase 3,213839,0.7163257649352477
Dublin City,40,2020,2020-09-30,Phase 3,210948,0.7066413865644743
Dublin City,41,2020,2020-10-07,Level 3,211966,0.7100515204909521
Dublin City,42,2020,2020-10-14,Level 3,211868,0.7097232364783835
Dublin City,43,2020,2020-10-21,Level 5,164975,0.5526393364643142
Dublin City,44,2020,2020-10-28,Level 5,174212,0.583581779567335
Dublin City,45,2020,2020-11-04,Level 5,58401,0.19563382263283777
Dún Laoghaire-Rathdown,6,2020,2020-02-05,Pre-restrictions,3719962,1
Dún Laoghaire-Rathdown,7,2020,2020-02-12,Pre-restrictions,3779475,1.0159982817028776
Dún Laoghaire-Rathdown,8,2020,2020-02-19,Pre-restrictions,3825197,1.0282892674710118
Dún Laoghaire-Rathdown,9,2020,2020-02-26,Pre-restrictions,3408335,0.9162284453443341
Dún Laoghaire-Rathdown,10,2020,2020-03-04,Pre-restrictions,3894569,1.0469378450640088
Dún Laoghaire-Rathdown,11,2020,2020-03-11,Pre-restrictions,3069550,0.8251562784781135
Dún Laoghaire-Rathdown,12,2020,2020-03-18,School Shutdown,2578538,0.6931624570358514
Dún Laoghaire-Rathdown,13,2020,2020-03-25,School Shutdown,1361689,0.36604916931947157
Dún Laoghaire-Rathdown,14,2020,2020-04-01,Full Restrictions,973255,0.2616303607402441
Dún Laoghaire-Rathdown,15,2020,2020-04-08,Full Restrictions,789606,0.21226184568552045
Dún Laoghaire-Rathdown,16,2020,2020-04-15,Full Restrictions,1000652,0.26899522091892336
Dún Laoghaire-Rathdown,17,2020,2020-04-22,Full Restrictions,1060282,0.2850249545559874
Dún Laoghaire-Rathdown,18,2020,2020-04-29,Full Restrictions,813446,0.2186705133009423
Dún Laoghaire-Rathdown,19,2020,2020-05-06,Full Restrictions,1273252,0.3422755393737893
Dún Laoghaire-Rathdown,20,2020,2020-05-13,Full Restrictions,1541461,0.41437546942683823
Dún Laoghaire-Rathdown,21,2020,2020-05-20,Phase 1,2009420,0.5401721845545734
Dún Laoghaire-Rathdown,22,2020,2020-05-27,Phase 1,1895578,0.5095691837712321
Dún Laoghaire-Rathdown,23,2020,2020-06-03,Phase 1,2451624,0.6590454418620405
Dún Laoghaire-Rathdown,24,2020,2020-06-10,Phase 2,2933527,0.7885905823769167
Dún Laoghaire-Rathdown,25,2020,2020-06-17,Phase 2,3096438,0.8323843093020843
Dún Laoghaire-Rathdown,26,2020,2020-06-24,Phase 2,2827487,0.7600849148459043
Dún Laoghaire-Rathdown,27,2020,2020-07-01,Phase 3,3516927,0.945420141388541
Dún Laoghaire-Rathdown,28,2020,2020-07-08,Phase 3,3628122,0.9753115757634083
Dún Laoghaire-Rathdown,29,2020,2020-07-15,Phase 3,3778370,1.0157012356577837
Dún Laoghaire-Rathdown,30,2020,2020-07-22,Phase 3,3656047,0.9828183728758519
Dún Laoghaire-Rathdown,31,2020,2020-07-29,Phase 3,3069746,0.8252089671883746
Dún Laoghaire-Rathdown,32,2020,2020-08-05,Phase 3,3723252,1.0008844176365241
Dún Laoghaire-Rathdown,33,2020,2020-08-12,Phase 3,3620757,0.9733317168293655
Dún Laoghaire-Rathdown,34,2020,2020-08-19,Phase 3,3541893,0.9521315002680135
Dún Laoghaire-Rathdown,35,2020,2020-08-26,Phase 3,2750741,0.7394540589393117
Dún Laoghaire-Rathdown,36,2020,2020-09-02,Phase 3,3114204,0.8371601645393152
Dún Laoghaire-Rathdown,37,2020,2020-09-09,Phase 3,3319127,0.8922475552169619
Dún Laoghaire-Rathdown,38,2020,2020-09-16,Phase 3,3371968,0.9064522702113623
Dún Laoghaire-Rathdown,39,2020,2020-09-23,Phase 3,3236703,0.8700903396325016
Dún Laoghaire-Rathdown,40,2020,2020-09-30,Phase 3,3180966,0.8551071220619996
Dún Laoghaire-Rathdown,41,2020,2020-10-07,Level 3,2425447,0.65200854202274106
Dún Laoghaire-Rathdown,42,2020,2020-10-14,Level 3,2880973,0.7744630187082556
Dún Laoghaire-Rathdown,43,2020,2020-10-21,Level 5,1841986,0.4951625849941478
Dún Laoghaire-Rathdown,44,2020,2020-10-28,Level 5,1996305,0.5366466109062404
Dún Laoghaire-Rathdown,45,2020,2020-11-04,Level 5,719051,0.19329525409130524
Fingal,6,2020,2020-02-05,Pre-restrictions,8748723,1
Fingal,7,2020,2020-02-12,Pre-restrictions,8845245,1.0110326958574412
Fingal,8,2020,2020-02-19,Pre-restrictions,8999269,1.0286380080841513
Fingal,9,2020,2020-02-26,Pre-restrictions,7918714,0.9051279826781577
Fingal,10,2020,2020-03-04,Pre-restrictions,8909451,1.0183715954888501
Fingal,11,2020,2020-03-11,Pre-restrictions,6783090,0.7753234386321295
Fingal,12,2020,2020-03-18,School Shutdown,5598683,0.6399428808067189
Fingal,13,2020,2020-03-25,School Shutdown,3267194,0.37344810208301255
Fingal,14,2020,2020-04-01,Full Restrictions,2624949,0.3000379598256797
Fingal,15,2020,2020-04-08,Full Restrictions,2202966,0.25180429189494286
Fingal,16,2020,2020-04-15,Full Restrictions,2691320,0.3076243241442208
Fingal,17,2020,2020-04-22,Full Restrictions,2840090,0.3246290915828516
Fingal,18,2020,2020-04-29,Full Restrictions,2195493,0.2509501100903526
Fingal,19,2020,2020-05-06,Full Restrictions,3280724,0.374994613499593
Fingal,20,2020,2020-05-13,Full Restrictions,3780438,0.4321131209663399
Fingal,21,2020,2020-05-20,Phase 1,4515012,0.5160766891350886
Fingal,22,2020,2020-05-27,Phase 1,4107765,0.4695273813103924
Fingal,23,2020,2020-06-03,Phase 1,5248246,0.599887092093326
